index,data_source,score
126,waymo_raw data,0.933333333
127,waymo_raw data,0.933333333
128,waymo_raw data,0.233333333
129,waymo_raw data,0.966666667
130,waymo_raw data,0.433333333
131,waymo_raw data,0.266666667
132,waymo_raw data,1
133,waymo_raw data,0.866666667
134,waymo_raw data,0.866666667
135,waymo_raw data,0.866666667
136,waymo_raw data,0.933333333
137,waymo_raw data,1
138,waymo_raw data,0.866666667
139,waymo_raw data,0.833333333
140,waymo_raw data,0.7
141,waymo_raw data,0.933333333
142,waymo_raw data,0.983333333
143,waymo_raw data,0.066666667
144,waymo_raw data,0.866666667
145,waymo_raw data,0.4
146,waymo_raw data,0.766666667
147,waymo_raw data,0.9
148,waymo_raw data,0.966666667
149,waymo_raw data,0.866666667
150,waymo_raw data,0.733333333
151,waymo_raw data,0.766666667
152,waymo_raw data,0.766666667
153,waymo_raw data,0.833333333
154,waymo_raw data,0.966666667
155,waymo_raw data,0.8
156,waymo_raw data,0.366666667
157,waymo_raw data,0.366666667
158,waymo_raw data,0.566666667
159,waymo_raw data,0.766666667
160,waymo_raw data,0.466666667
161,waymo_raw data,0.566666667
162,waymo_raw data,0.833333333
163,waymo_raw data,0.866666667
164,waymo_raw data,0.866666667
165,waymo_raw data,0.8
166,waymo_raw data,0.3
167,waymo_raw data,0.8
168,waymo_raw data,0.4
169,waymo_raw data,0.983333333
170,waymo_raw data,0.983333333
171,waymo_raw data,0.966666667
172,waymo_raw data,0.866666667
173,waymo_raw data,0.833333333
174,waymo_raw data,0.9
175,waymo_raw data,0.866666667
176,waymo_raw data,0.833333333
177,waymo_raw data,0.233333333
178,waymo_raw data,0.8
179,waymo_raw data,1
180,waymo_raw data,0.366666667
181,waymo_raw data,0.9
182,waymo_raw data,0.233333333
183,waymo_raw data,0.266666667
184,waymo_raw data,0.966666667
185,waymo_raw data,0.766666667
186,waymo_raw data,0.966666667
187,waymo_raw data,0.733333333
188,waymo_raw data,0.916666667
189,waymo_raw data,0.766666667
190,waymo_raw data,0.983333333
191,waymo_raw data,0.7
192,waymo_raw data,0.766666667
193,waymo_raw data,0.833333333
194,waymo_raw data,0.266666667
195,waymo_raw data,0.4
196,waymo_raw data,0.933333333
197,waymo_raw data,0.9
198,waymo_raw data,0.9
199,waymo_raw data,0.866666667
200,waymo_raw data,0.966666667
201,waymo_raw data,0.266666667
202,waymo_raw data,0.3
203,waymo_raw data,0.966666667
204,waymo_raw data,0.733333333
205,waymo_raw data,0.333333333
206,waymo_raw data,0.7
207,waymo_raw data,0.333333333
208,waymo_raw data,0.733333333
209,waymo_raw data,0.733333333
210,waymo_raw data,0.766666667
211,waymo_raw data,0.966666667
212,waymo_raw data,0.733333333
213,waymo_raw data,1
214,waymo_raw data,0.4
215,waymo_raw data,0.966666667
216,waymo_raw data,0.833333333
217,waymo_raw data,0.8
218,waymo_raw data,0.566666667
219,waymo_raw data,0.733333333
220,waymo_raw data,0.966666667
221,waymo_raw data,0.866666667
222,waymo_raw data,0.666666667
223,waymo_raw data,0.9
224,waymo_raw data,0.766666667
225,waymo_raw data,0.9
226,waymo_raw data,0.3
227,waymo_raw data,0.933333333
228,waymo_raw data,0.9
229,waymo_raw data,0.933333333
230,waymo_raw data,0.9
231,waymo_raw data,0.9
232,waymo_raw data,0.633333333
233,waymo_raw data,0.833333333
234,waymo_raw data,0.933333333
235,waymo_raw data,0.8
236,waymo_raw data,0.233333333
237,waymo_raw data,0.9
238,waymo_raw data,0.6
239,waymo_raw data,0.916666667
240,waymo_raw data,0.366666667
241,waymo_raw data,0.866666667
242,waymo_raw data,0.533333333
243,waymo_raw data,0.366666667
244,waymo_raw data,0.966666667
245,waymo_raw data,0.233333333
246,waymo_raw data,0.933333333
247,waymo_raw data,0.9
248,waymo_raw data,0.7
249,waymo_raw data,0.9
250,waymo_raw data,0.633333333
251,waymo_raw data,0.733333333
252,waymo_raw data,0.2
253,waymo_raw data,0.833333333
254,waymo_raw data,0.866666667
255,waymo_raw data,0.3
256,waymo_raw data,0.6
257,waymo_raw data,0.233333333
258,waymo_raw data,0.366666667
259,waymo_raw data,0.633333333
260,waymo_raw data,0.2
261,waymo_raw data,0.266666667
262,waymo_raw data,0.233333333
263,waymo_raw data,0.366666667
264,waymo_raw data,0.233333333
265,waymo_raw data,0.866666667
266,waymo_raw data,0.766666667
267,waymo_raw data,0.566666667
268,waymo_raw data,0.933333333
269,waymo_raw data,0.9
270,waymo_raw data,0.733333333
271,waymo_raw data,0.566666667
272,waymo_raw data,0.9
273,waymo_raw data,0.916666667
274,waymo_raw data,0.766666667
275,waymo_raw data,0.966666667
276,waymo_raw data,0.966666667
277,waymo_raw data,0.733333333
278,waymo_raw data,0.733333333
279,waymo_raw data,0.833333333
280,waymo_raw data,0.733333333
281,waymo_raw data,0.366666667
282,waymo_raw data,0.7
283,waymo_raw data,0.866666667
284,waymo_raw data,0.6
285,waymo_raw data,0.2
286,waymo_raw data,0.766666667
287,waymo_raw data,0.933333333
288,waymo_raw data,0.866666667
289,waymo_raw data,0.633333333
290,waymo_raw data,0.266666667
291,waymo_raw data,0.766666667
292,waymo_raw data,0.7
293,waymo_raw data,0.966666667
294,waymo_raw data,0.966666667
295,waymo_raw data,0.766666667
296,waymo_raw data,0.933333333
297,waymo_raw data,0.933333333
298,waymo_raw data,0.966666667
299,waymo_raw data,0.833333333
300,waymo_raw data,0.766666667
301,waymo_raw data,0.766666667
302,waymo_raw data,0.133333333
303,waymo_raw data,0.266666667
304,waymo_raw data,0.6
305,waymo_raw data,0.466666667
306,waymo_raw data,0.9
307,waymo_raw data,0.2
308,waymo_raw data,0.233333333
309,waymo_raw data,0.666666667
310,waymo_raw data,0.866666667
311,waymo_raw data,0.733333333
312,waymo_raw data,0.933333333
313,waymo_raw data,0.233333333
314,waymo_raw data,0.766666667
315,waymo_raw data,0.266666667
316,waymo_raw data,0.866666667
317,waymo_raw data,0.2
318,waymo_raw data,0.533333333
319,waymo_raw data,0.766666667
320,waymo_raw data,1
321,waymo_raw data,0.9
322,waymo_raw data,0.966666667
323,waymo_raw data,0.266666667
324,waymo_raw data,0.733333333
325,waymo_raw data,0.433333333
326,waymo_raw data,0.233333333
327,waymo_raw data,0.833333333
328,waymo_raw data,0.8
329,waymo_raw data,0.566666667
330,waymo_raw data,0.366666667
331,waymo_raw data,0.933333333
332,waymo_raw data,0.933333333
333,waymo_raw data,0.233333333
334,waymo_raw data,0.866666667
335,waymo_raw data,0.733333333
336,waymo_raw data,0.9
337,waymo_raw data,0.933333333
338,waymo_raw data,0.566666667
339,waymo_raw data,0.7
340,waymo_raw data,0.8
341,waymo_raw data,0.933333333
342,waymo_raw data,0.766666667
343,waymo_raw data,0.633333333
344,waymo_raw data,0.233333333
345,waymo_raw data,0.266666667
346,waymo_raw data,0.35
347,waymo_raw data,0.933333333
348,waymo_raw data,0.833333333
349,waymo_raw data,0.8
350,waymo_raw data,0.366666667
351,waymo_raw data,0.8
352,waymo_raw data,0.733333333
353,waymo_raw data,0.333333333
354,waymo_raw data,0.666666667
355,waymo_raw data,0.866666667
356,waymo_raw data,0.233333333
357,waymo_raw data,0.9
358,waymo_raw data,0.9
359,waymo_raw data,0.866666667
360,waymo_raw data,0.866666667
361,waymo_raw data,0.866666667
362,waymo_raw data,0.866666667
363,waymo_raw data,0.966666667
364,waymo_raw data,0.333333333
365,waymo_raw data,0.666666667
366,waymo_raw data,0.533333333
367,waymo_raw data,0.666666667
368,waymo_raw data,0.5
369,waymo_raw data,0.266666667
370,waymo_raw data,0.266666667
371,waymo_raw data,0.666666667
372,waymo_raw data,0.433333333
373,waymo_raw data,0.533333333
374,waymo_raw data,0.633333333
375,waymo_raw data,0.366666667
376,waymo_raw data,0.6
377,waymo_raw data,0.766666667
378,waymo_raw data,0.533333333
379,waymo_raw data,0.533333333
380,waymo_raw data,0.4
381,waymo_raw data,0.433333333
382,waymo_raw data,0.766666667
383,waymo_raw data,0.7
384,waymo_raw data,0.5
385,waymo_raw data,0.533333333
386,waymo_raw data,0.4
387,waymo_raw data,0.466666667
388,waymo_raw data,0.633333333
389,waymo_raw data,0.633333333
390,waymo_raw data,0.533333333
391,waymo_raw data,0.7
392,waymo_raw data,0.6
393,waymo_raw data,0.433333333
394,waymo_raw data,0.433333333
395,waymo_raw data,0.633333333
396,waymo_raw data,0.3
397,waymo_raw data,0.633333333
398,waymo_raw data,0.433333333
399,waymo_raw data,0.7
400,waymo_raw data,0.566666667
401,waymo_raw data,0.333333333
402,waymo_raw data,0.433333333
403,waymo_raw data,0.433333333
404,waymo_raw data,0.433333333
405,waymo_raw data,0.266666667
406,waymo_raw data,0.4
407,waymo_raw data,0.266666667
408,waymo_raw data,0.733333333
409,waymo_raw data,0.016666667
410,waymo_raw data,0.6
411,waymo_raw data,0.466666667
412,waymo_raw data,0.233333333
413,waymo_raw data,0.533333333
414,waymo_raw data,0.7
415,waymo_raw data,0.566666667
416,waymo_raw data,0.266666667
417,waymo_raw data,0.366666667
418,waymo_raw data,0.233333333
419,waymo_raw data,0.016666667
420,waymo_raw data,0.433333333
421,waymo_raw data,0.6
422,waymo_raw data,0.866666667
423,waymo_raw data,0.533333333
424,waymo_raw data,0.6
425,waymo_raw data,0.6
426,waymo_raw data,0.566666667
427,waymo_raw data,0.5
428,waymo_raw data,0.3
429,waymo_raw data,0.566666667
430,waymo_raw data,0.033333333
431,waymo_raw data,0.633333333
432,waymo_raw data,0.266666667
433,waymo_raw data,0.633333333
434,waymo_raw data,0.4
435,waymo_raw data,0.2
436,waymo_raw data,0.633333333
437,waymo_raw data,0.266666667
438,waymo_raw data,0.433333333
439,waymo_raw data,0.4
440,waymo_raw data,0.333333333
441,waymo_raw data,0.566666667
442,waymo_raw data,0.233333333
443,waymo_raw data,0.033333333
444,waymo_raw data,0.4
445,waymo_raw data,0.5
446,waymo_raw data,0.5
447,waymo_raw data,0.6
448,waymo_raw data,0.433333333
449,waymo_raw data,0.733333333
450,waymo_raw data,0.633333333
451,waymo_raw data,0.7
452,waymo_raw data,0.433333333
453,waymo_raw data,0.533333333
454,waymo_raw data,0.266666667
455,waymo_raw data,0.5
456,waymo_raw data,0.6
457,waymo_raw data,0.3
458,waymo_raw data,0.733333333
459,waymo_raw data,0.433333333
460,waymo_raw data,0.266666667
461,waymo_raw data,0.566666667
462,waymo_raw data,0.633333333
463,waymo_raw data,0.533333333
464,waymo_raw data,0.533333333
465,waymo_raw data,0.4
466,waymo_raw data,0.6
467,waymo_raw data,0.233333333
468,waymo_raw data,0.533333333
469,waymo_raw data,0.566666667
470,waymo_raw data,0.433333333
471,waymo_raw data,0.5
472,waymo_raw data,0.233333333
473,waymo_raw data,0.633333333
474,waymo_raw data,0.233333333
475,waymo_raw data,0.3
476,waymo_raw data,0.266666667
477,waymo_raw data,0.533333333
478,waymo_raw data,0.166666667
479,waymo_raw data,0.4
480,waymo_raw data,0.433333333
481,waymo_raw data,0.633333333
482,waymo_raw data,0.366666667
483,waymo_raw data,0.233333333
484,waymo_raw data,0.666666667
485,waymo_raw data,0.8
486,waymo_raw data,0.533333333
487,waymo_raw data,0.366666667
488,waymo_raw data,0.733333333
489,waymo_raw data,0.4
490,waymo_raw data,0.266666667
491,waymo_raw data,0.6
492,waymo_raw data,0.533333333
493,waymo_raw data,0.666666667
494,waymo_raw data,0.366666667
495,waymo_raw data,0.633333333
496,waymo_raw data,0.7
497,waymo_raw data,0.433333333
498,waymo_raw data,0.466666667
499,waymo_raw data,0.733333333
500,waymo_raw data,0.7
501,waymo_raw data,0.6
502,waymo_raw data,0.433333333
503,waymo_raw data,0.566666667
504,waymo_raw data,0.016666667
505,waymo_raw data,0.533333333
506,waymo_raw data,0.3
507,waymo_raw data,0.466666667
508,waymo_raw data,0.633333333
509,waymo_raw data,0.7
510,waymo_raw data,0.6
511,waymo_raw data,0.6
512,waymo_raw data,0.633333333
513,waymo_raw data,0.133333333
514,waymo_raw data,0.433333333
515,waymo_raw data,0.433333333
516,waymo_raw data,0.666666667
517,waymo_raw data,0.3
518,waymo_raw data,0.666666667
519,waymo_raw data,0.533333333
520,waymo_raw data,0.133333333
521,waymo_raw data,0.5
522,waymo_raw data,0.633333333
523,waymo_raw data,0.4
524,waymo_raw data,0.366666667
525,waymo_raw data,0.633333333
526,waymo_raw data,0.266666667
527,waymo_raw data,0.766666667
528,waymo_raw data,0.366666667
529,waymo_raw data,0.4
530,waymo_raw data,0.766666667
531,waymo_raw data,0.266666667
532,waymo_raw data,0.633333333
533,waymo_raw data,0.366666667
534,waymo_raw data,0.566666667
535,waymo_raw data,0.533333333
536,waymo_raw data,0.433333333
537,waymo_raw data,0.233333333
538,waymo_raw data,0.4
539,waymo_raw data,0.666666667
540,waymo_raw data,0.533333333
541,waymo_raw data,0.566666667
542,waymo_raw data,0.566666667
543,waymo_raw data,0.533333333
544,waymo_raw data,0.533333333
545,waymo_raw data,0.566666667
546,waymo_raw data,0.566666667
547,waymo_raw data,0.6
548,waymo_raw data,0.533333333
549,waymo_raw data,0.266666667
550,waymo_raw data,0.066666667
551,waymo_raw data,0.733333333
552,waymo_raw data,0.6
553,waymo_raw data,0.5
554,waymo_raw data,0.433333333
555,waymo_raw data,0.5
556,waymo_raw data,0.5
557,waymo_raw data,0.2
558,waymo_raw data,0.7
559,waymo_raw data,0.6
560,waymo_raw data,0.75
561,waymo_raw data,0.633333333
562,waymo_raw data,0.433333333
563,waymo_raw data,0.633333333
564,waymo_raw data,0.633333333
565,waymo_raw data,0.233333333
566,waymo_raw data,0.333333333
567,waymo_raw data,0.266666667
568,waymo_raw data,0.233333333
569,waymo_raw data,0.666666667
570,waymo_raw data,0.433333333
571,waymo_raw data,0.4
572,waymo_raw data,0.3
573,waymo_raw data,0.4
574,waymo_raw data,0.3
575,waymo_raw data,0.433333333
576,waymo_raw data,0.466666667
577,waymo_raw data,0.466666667
578,waymo_raw data,0.533333333
579,waymo_raw data,0.5
580,waymo_raw data,0.016666667
581,waymo_raw data,0.4
582,waymo_raw data,0.366666667
583,waymo_raw data,0.533333333
584,waymo_raw data,0.233333333
585,waymo_raw data,0.5
586,waymo_raw data,0.533333333
587,waymo_raw data,0.6
588,waymo_raw data,0.533333333
589,waymo_raw data,0.566666667
590,waymo_raw data,0.366666667
591,waymo_raw data,0.566666667
592,waymo_raw data,0.6
593,waymo_raw data,0.5
594,waymo_raw data,0.666666667
595,waymo_raw data,0.366666667
596,waymo_raw data,0.6
597,waymo_raw data,0.4
598,waymo_raw data,0.5
599,waymo_raw data,0.333333333
600,waymo_raw data,0.533333333
601,waymo_raw data,0.5
602,waymo_raw data,0.5
603,waymo_raw data,0.4
604,waymo_raw data,0.4
605,waymo_raw data,0.566666667
606,waymo_raw data,0.566666667
607,waymo_raw data,0.433333333
608,waymo_raw data,0.466666667
609,waymo_raw data,0.466666667
610,waymo_raw data,0.566666667
611,waymo_raw data,0.433333333
612,waymo_raw data,0.3
613,waymo_raw data,0.6
614,waymo_raw data,0.4
615,waymo_raw data,0.566666667
616,waymo_raw data,0.433333333
617,waymo_raw data,0.566666667
618,waymo_raw data,0.4
619,waymo_raw data,0.533333333
620,waymo_raw data,0.433333333
621,waymo_raw data,0.4
622,waymo_raw data,0.533333333
623,waymo_raw data,0.533333333
624,waymo_raw data,0.333333333
625,waymo_raw data,0.4
626,waymo_raw data,0.3
627,waymo_raw data,0.333333333
628,waymo_raw data,0.3
629,waymo_raw data,0.4
630,waymo_raw data,0.3
631,waymo_raw data,0.6
632,waymo_raw data,0.4
633,waymo_raw data,0.333333333
634,waymo_raw data,0.433333333
635,waymo_raw data,0.466666667
636,waymo_raw data,0.6
637,waymo_raw data,0.366666667
638,waymo_raw data,0.366666667
639,waymo_raw data,0.4
640,waymo_raw data,0.366666667
641,waymo_raw data,0.6
642,waymo_raw data,0.566666667
643,waymo_raw data,0.633333333
644,waymo_raw data,0.4
645,waymo_raw data,0.6
646,waymo_raw data,0.466666667
647,waymo_raw data,0.4
648,waymo_raw data,0.566666667
649,waymo_raw data,0.366666667
650,waymo_raw data,0.366666667
651,waymo_raw data,0.4
652,waymo_raw data,0.566666667
653,waymo_raw data,0.433333333
654,waymo_raw data,0.633333333
655,waymo_raw data,0.133333333
656,waymo_raw data,0.3
657,waymo_raw data,0.2
658,waymo_raw data,0.733333333
659,waymo_raw data,0.366666667
660,waymo_raw data,0.333333333
661,waymo_raw data,0.4
662,waymo_raw data,0.366666667
663,waymo_raw data,0.633333333
664,waymo_raw data,0.466666667
665,waymo_raw data,0.566666667
666,waymo_raw data,0.366666667
667,waymo_raw data,0.5
668,waymo_raw data,0.4
669,waymo_raw data,0.6
670,waymo_raw data,0.566666667
671,waymo_raw data,0.433333333
672,waymo_raw data,0.633333333
673,waymo_raw data,0.533333333
674,waymo_raw data,0.433333333
675,waymo_raw data,0.4
676,waymo_raw data,0.733333333
677,waymo_raw data,0.633333333
678,waymo_raw data,0.6
679,waymo_raw data,0.05
680,waymo_raw data,0.3
681,waymo_raw data,0.566666667
682,waymo_raw data,0.666666667
683,waymo_raw data,0.533333333
684,waymo_raw data,0.3
685,waymo_raw data,0.166666667
686,waymo_raw data,0.5
687,waymo_raw data,0.6
688,waymo_raw data,0.333333333
689,waymo_raw data,0.5
690,waymo_raw data,0.433333333
691,waymo_raw data,0.533333333
692,waymo_raw data,0.366666667
693,waymo_raw data,0.233333333
694,waymo_raw data,0.633333333
695,waymo_raw data,0.366666667
696,waymo_raw data,0.366666667
697,waymo_raw data,0.533333333
698,waymo_raw data,0.733333333
699,waymo_raw data,0.233333333
700,waymo_raw data,0.466666667
701,waymo_raw data,0.566666667
702,waymo_raw data,0.55
703,waymo_raw data,0.5
704,waymo_raw data,0.4
705,waymo_raw data,0.433333333
