index,dataset,folder,scenario_idx,track_id,start_time,start,end,ego_type,key_agents,path_relationship
35,waymo_train,waymo_0-299,37022,20;ego,30,26,53,AV_1,20;ego,MP
36,waymo_train,waymo_0-299,99483,1094;ego,12,39,51,AV_1,1094;ego,MP
37,waymo_train,waymo_0-299,39058,182;ego,0,14,29,AV_1,182;ego,MP
38,waymo_train,waymo_0-299,100679,727;ego,31,24,59,AV_1,727;ego,MP
39,waymo_train,waymo_0-299,100967,728;741;ego,21,21,33,AV_1,728;ego,CP
40,waymo_train,waymo_0-299,100967,728;ego,28,14,38,AV_1,728;ego,CP
41,waymo_train,waymo_0-299,40040,3006;ego,39,31,58,AV_1,3006;ego,MP
42,waymo_train,waymo_0-299,102468,1818;ego,14,0,13,AV_1,1818;ego,MP
43,waymo_train,waymo_0-299,41580,2428;ego,7,10,18,AV_1,2428;ego,CP
44,waymo_train,waymo_0-299,105812,566;ego,27,9,31,AV_1,566;ego,MP
45,waymo_train,waymo_0-299,45858,2509;2512;ego,24,27,35,AV_1,2509;ego,MP
46,waymo_train,waymo_0-299,10815,1556;ego,11,0,25,AV_1,1556;ego,MP
47,waymo_train,waymo_0-299,108745,118;ego,6,15,31,AV_1,118;ego,MP
48,waymo_train,waymo_0-299,109961,344;ego,4,21,29,AV_1,344;ego,CP
49,waymo_train,waymo_0-299,49119,324;ego,0,0,6,AV_1,324;ego,MP
50,waymo_train,waymo_0-299,112924,97;ego,0,0,6,AV_1,97;ego,MP
51,waymo_train,waymo_0-299,114054,1150;ego,12,18,35,AV_1,1150;ego,MP
52,waymo_train,waymo_0-299,52182,1332;ego,6,31,39,AV_1,ego;1332,CP
53,waymo_train,waymo_0-299,115062,2930;2933;ego,22,33,48,AV_1,2930;ego,MP
54,waymo_train,waymo_0-299,52926,1;ego,27,13,47,AV_1,1;ego,MP
55,waymo_train,waymo_0-299,115640,545;ego,0,0,7,AV_1,545;ego,MP
56,waymo_train,waymo_0-299,116105,2352;ego,23,33,57,AV_1,2352;ego,MP
57,waymo_train,waymo_0-299,53713,1870;ego,0,15,20,AV_1,ego;1870,CP
58,waymo_train,waymo_0-299,116679,760;ego,12,22,40,AV_1,760;ego,MP
59,waymo_train,waymo_0-299,118224,294;295;ego,0,35,41,AV_1,ego;295,CP
60,waymo_train,waymo_0-299,118961,1860;ego,13,26,46,AV_1,1860;ego,MP
61,waymo_train,waymo_0-299,119354,1624;1669;ego,36,31,48,AV_1,1669;ego,MP
62,waymo_train,waymo_0-299,57654,996;ego,11,37,42,AV_1,996;ego,MP
63,waymo_train,waymo_0-299,58006,627;ego,13,37,51,AV_1,ego;627,CP
64,waymo_train,waymo_0-299,123816,1865;ego,0,29,42,AV_1,ego;1865,CP
65,waymo_train,waymo_0-299,60754,364;ego,0,2,15,AV_1,364;ego,MP
66,waymo_train,waymo_0-299,124480,822;ego,16,14,18,AV_1,822;ego,CP
67,waymo_train,waymo_0-299,126269,73;ego,3,16,33,AV_1,ego;73,CP
68,waymo_train,waymo_0-299,62972,514;ego,17,10,23,AV_1,514;ego,MP
69,waymo_train,waymo_0-299,63545,1558;ego,25,38,67,AV_1,1558;ego,MP
70,waymo_train,waymo_0-299,128041,1991;ego,18,3,29,AV_1,1991;ego,MP
71,waymo_train,waymo_0-299,128046,510;ego,0,34,38,AV_1,510;ego,CP
72,waymo_train,waymo_0-299,128061,1511;ego,11,21,32,AV_1,1511;ego,CP
73,waymo_train,waymo_0-299,128172,0;2;ego,0,0,9,AV_1,2;ego,MP
74,waymo_train,waymo_0-299,128987,851;ego,16,35,56,AV_1,851;ego,MP
75,waymo_train,waymo_0-299,129657,1167;ego,0,41,46,AV_1,ego;1167,CP
76,waymo_train,waymo_0-299,130102,0;ego,0,0,5,AV_1,0;ego,MP
77,waymo_train,waymo_0-299,130664,944;ego,35,13,45,AV_1,944;ego,MP
78,waymo_train,waymo_0-299,132604,147;ego,0,31,40,AV_1,ego;147,CP
79,waymo_train,waymo_0-299,69563,1619;ego,0,0,16,AV_1,1619;ego,MP
80,waymo_train,waymo_0-299,134586,19;ego,26,38,65,AV_1,19;ego,MP
81,waymo_train,waymo_0-299,70862,1201;ego,0,13,18,AV_1,ego;1201,CP
82,waymo_train,waymo_0-299,136334,874;ego,25,30,55,AV_1,874;ego,MP
83,waymo_train,waymo_0-299,136545,22;ego,14,10,29,AV_1,22;ego,CP
84,waymo_train,waymo_0-299,137674,121;ego,0,9,18,AV_1,121;ego,MP
85,waymo_train,waymo_0-299,138672,448;ego,10,4,27,AV_1,448;ego,MP
86,waymo_train,waymo_0-299,75730,1522;ego,11,23,39,AV_1,1522;ego,MP
87,waymo_train,waymo_0-299,7635,630;ego,11,36,50,AV_1,ego;630,CP
88,waymo_train,waymo_0-299,141163,1055;ego,13,0,26,AV_1,1055;ego,MP
89,waymo_train,waymo_0-299,141367,1629;ego,0,14,19,AV_1,ego;1629,CP
90,waymo_train,waymo_0-299,77340,3023;ego,19,30,53,AV_1,3023;ego,MP
91,waymo_train,waymo_0-299,142692,10;ego,15,38,51,AV_1,10;ego,MP
92,waymo_train,waymo_0-299,142643,834;ego,0,0,7,AV_1,834;ego,MP
93,waymo_train,waymo_0-299,78420,1445;1449;ego,29,35,53,AV_1,1445;ego,MP
94,waymo_train,waymo_0-299,144899,2082;ego,0,0,10,AV_1,2082;ego,MP
95,waymo_train,waymo_0-299,80298,1173;ego,5,39,60,AV_1,1173;ego,MP
96,waymo_train,waymo_0-299,82104,2678;2685;ego,24,37,44,AV_1,2678;ego,MP
97,waymo_train,waymo_0-299,82350,811;ego,17,0,23,AV_1,811;ego,MP
98,waymo_train,waymo_0-299,8355,2653;ego,19,5,26,AV_1,2653;ego,MP
99,waymo_train,waymo_0-299,8356,1911;1912;ego,27,35,51,AV_1,1912;ego,MP
100,waymo_train,waymo_0-299,83990,1936;ego,6,34,49,AV_1,1936;ego,MP
101,waymo_train,waymo_0-299,84631,1071;ego,20,40,48,AV_1,1071;ego,CP
102,waymo_train,waymo_0-299,85224,44;ego,6,0,7,AV_1,ego;44,CP
103,waymo_train,waymo_0-299,88794,7;ego,11,18,27,AV_1,7;ego,MP
104,waymo_train,waymo_300-499,7312,924;ego,0,0,9,AV_1,ego;924,CP
105,waymo_train,waymo_300-499,1013,3457;ego,9,35,48,AV_1,3457;ego,MP
106,waymo_train,waymo_300-499,3052,572;ego,26,23,50,AV_1,572;ego,MP
107,waymo_train,waymo_300-499,3545,95;ego,0,50,54,AV_1,95;ego,MP
108,waymo_train,waymo_300-499,1698,3222;ego,29,28,58,AV_1,3222;ego,MP
109,waymo_train,waymo_300-499,4263,2;ego,12,25,41,AV_1,2;ego,CP
110,waymo_train,waymo_300-499,6567,862;ego,0,0,4,AV_1,862;ego,MP
111,waymo_train,waymo_300-499,7147,13;ego,0,22,31,AV_1,ego;13,CP
112,waymo_train,waymo_300-499,8791,458;ego,12,10,18,AV_1,458;ego,MP
113,waymo_train,waymo_300-499,10837,403;ego,16,1,29,AV_1,403;ego,MP
114,waymo_train,waymo_300-499,11043,2566;ego,27,14,30,AV_1,2566;ego,MP
115,waymo_train,waymo_300-499,12568,630;ego,11,26,40,AV_1,ego;630,CP
116,waymo_train,waymo_300-499,13381,3104;ego,22,40,61,AV_1,3104;ego,MP
117,waymo_train,waymo_300-499,14368,99;ego,23,26,30,AV_1,99;ego,MP
118,waymo_train,waymo_300-499,15819,1233;ego,0,9,13,AV_1,1233;ego,MP
119,waymo_train,waymo_300-499,17699,1355;ego,8,37,55,AV_1,1355;ego,MP
120,waymo_train,waymo_300-499,18460,1667;ego,0,15,20,AV_1,ego;1667,CP
121,waymo_train,waymo_300-499,24084,1929;1937;ego,4,43,57,AV_1,1937;ego,MP
122,waymo_train,waymo_300-499,28017,1582;ego,2,0,17,AV_1,1582;ego,MP
123,waymo_train,waymo_300-499,29531,38;ego,11,37,51,AV_1,38;ego,MP
124,waymo_train,waymo_300-499,30263,449;ego,0,3,9,AV_1,449;ego,MP
125,waymo_train,waymo_300-499,31872,2421;ego,10,31,45,AV_1,2421;ego,MP
126,waymo_train,waymo_300-499,33029,2509;ego,0,0,6,AV_1,2509;ego,MP
127,waymo_train,waymo_300-499,33167,440;ego,12,9,14,AV_1,440;ego,MP
128,waymo_train,waymo_300-499,33208,22;ego,0,0,9,AV_1,22;ego,CP
129,waymo_train,waymo_300-499,33632,493;ego,17,30,50,AV_1,493;ego,MP
130,waymo_train,waymo_300-499,33825,2034;ego,2,17,27,AV_1,2034;ego,MP
131,waymo_train,waymo_300-499,36430,55;ego,0,0,8,AV_1,55;ego,CP
132,waymo_train,waymo_300-499,36726,1673;ego,26,25,56,AV_1,1673;ego,MP
133,waymo_train,waymo_300-499,37568,819;ego,11,38,51,AV_1,819;ego,MP
134,waymo_train,waymo_300-499,39123,2072;ego,0,0,11,AV_1,2072;ego,MP
135,waymo_train,waymo_300-499,39488,816;ego,7,24,31,AV_1,816;ego,MP
136,waymo_train,waymo_300-499,40777,776;ego,4,22,27,AV_1,776;ego,MP
137,waymo_train,waymo_300-499,42498,874;ego,15,0,25,AV_1,874;ego,MP
138,waymo_train,waymo_300-499,45365,2520;ego,15,7,34,AV_1,2520;ego,MP
139,waymo_train,waymo_300-499,47578,2564;ego,0,17,31,AV_1,2564;ego,MP
140,waymo_train,waymo_300-499,49968,2678;2685;ego,21,7,14,AV_1,2678;ego,MP
141,waymo_train,waymo_300-499,51732,1565;ego,30,30,60,AV_1,1565;ego,MP
142,waymo_train,waymo_300-499,52376,2;ego,24,26,35,AV_1,2;ego,MP
143,waymo_train,waymo_300-499,52525,73;ego,3,6,23,AV_1,ego;73,CP
144,waymo_train,waymo_300-499,52760,1344;1347;ego,25,35,45,AV_1,1347;ego,MP
145,waymo_train,waymo_300-499,53170,1672;ego,8,41,49,AV_1,ego;1672,CP
146,waymo_train,waymo_300-499,53427,1658;ego,1,36,42,AV_1,1658;ego,CP
147,waymo_train,waymo_300-499,53674,426;ego,0,0,9,AV_1,426;ego,MP
148,waymo_train,waymo_300-499,55806,989;ego,24,20,49,AV_1,989;ego,MP
149,waymo_train,waymo_300-499,59323,1856;ego,16,6,27,AV_1,1856;ego,MP
150,waymo_train,waymo_300-499,59768,2678;ego,1,0,16,AV_1,2678;ego,MP
151,waymo_train,waymo_300-499,60782,484;ego,0,5,18,AV_1,484;ego,MP
152,waymo_train,waymo_300-499,60921,1;ego,22,7,32,AV_1,1;ego,MP
153,waymo_train,waymo_300-499,61572,807;ego,19,20,25,AV_1,807;ego,MP
154,waymo_train,waymo_300-499,63117,2357;ego,13,45,60,AV_1,2357;ego,MP
155,waymo_train,waymo_300-499,65037,276;ego,8,22,33,AV_1,276;ego,MP
156,waymo_train,waymo_300-499,65447,17;ego,1,7,16,AV_1,ego;17,CP
157,waymo_train,waymo_300-499,66183,207;ego,17,25,47,AV_1,ego;207,CP
158,waymo_train,waymo_300-499,69948,2078;ego,23,31,57,AV_1,2078;ego,MP
159,waymo_train,waymo_300-499,71193,0;ego,11,13,18,AV_1,0;ego,MP
160,waymo_train,waymo_300-499,72906,1300;ego,2,28,37,AV_1,1300;ego,MP
161,waymo_train,waymo_300-499,74076,229;ego,20,40,77,AV_1,ego;229,MP
162,waymo_train,waymo_300-499,74479,430;ego,21,35,63,AV_1,430;ego,MP
163,waymo_train,waymo_300-499,74600,2;ego,0,8,15,AV_1,2;ego,MP
164,waymo_train,waymo_300-499,74720,1352;ego,0,3,10,AV_1,1352;ego,MP
165,waymo_train,waymo_300-499,75059,136;ego,1,3,21,AV_1,136;ego,MP
166,waymo_train,waymo_300-499,75126,485;ego,0,25,29,AV_1,ego;485,CP
167,waymo_train,waymo_300-499,83000,926;ego,0,0,17,AV_1,926;ego,MP
168,waymo_train,waymo_300-499,84355,399;ego,9,21,32,AV_1,399;ego,CP
169,waymo_train,waymo_300-499,86995,1089;1092;ego,5,0,12,AV_1,1092;ego,MP
170,waymo_train,waymo_300-499,86995,1089;1092;ego,5,0,12,AV_1,1092;ego,MP
171,waymo_train,waymo_300-499,87504,3244;ego,18,36,57,AV_1,3244;ego,MP
172,waymo_train,waymo_300-499,88500,1856;ego,0,0,7,AV_1,1856;ego,MP
173,waymo_train,waymo_300-499,91011,2448;ego,2,0,12,AV_1,2448;ego,MP
174,waymo_train,waymo_300-499,91653,796;ego,22,34,57,AV_1,796;ego,MP
175,waymo_train,waymo_300-499,92088,2308;ego,23,21,48,AV_1,2308;ego,MP
176,waymo_train,waymo_300-499,92724,255;ego,3,54,63,AV_1,255;ego,MP
177,waymo_train,waymo_300-499,96333,1738;ego,15,0,16,AV_1,1738;ego,CP
178,waymo_train,waymo_300-499,97309,1297;ego,11,8,21,AV_1,1297;ego,MP
179,waymo_train,waymo_500-799,21494,4;ego,18,0,28,AV_1,4;ego,MP
180,waymo_train,waymo_500-799,3596,249;ego,12,0,7,AV_1,249;ego,CP
181,waymo_train,waymo_500-799,41283,583;ego,26,34,62,AV_1,583;ego,MP
182,waymo_train,waymo_500-799,44011,728;ego,17,0,18,AV_1,728;ego,CP
183,waymo_train,waymo_500-799,44011,728;741;ego,17,1,13,AV_1,728;ego,CP
184,waymo_train,waymo_500-799,45391,2;ego,22,20,43,AV_1,2;ego,MP
185,waymo_train,waymo_500-799,4842,204;ego,7,0,5,AV_1,ego;204,CP
186,waymo_train,waymo_500-799,61393,3512;ego,13,7,28,AV_1,3512;ego,MP
187,waymo_train,waymo_500-799,73980,1176;ego,0,40,57,AV_1,1176;ego,MP
188,waymo_train,waymo_500-799,81156,207;ego,12,46,50,AV_1,207;ego,MP
189,waymo_train,waymo_500-799,8268,2235;ego,6,45,59,AV_1,2235;ego,MP
190,waymo_train,waymo_500-799,103660,2220;2227;ego,20,30,40,AV_1,2220;ego,MP
191,waymo_train,waymo_500-799,13675,1667;ego,0,15,20,AV_1,ego;1667,CP
192,waymo_train,waymo_500-799,15617,39;ego,28,39,71,AV_1,39;ego,MP
193,waymo_train,waymo_500-799,16609,1814;ego,0,0,11,AV_1,1814;ego,MP
194,waymo_train,waymo_500-799,18275,1279;ego,0,17,27,AV_1,1279;ego,CP
195,waymo_train,waymo_500-799,18960,1576;ego,17,1,24,AV_1,ego;1576,CP
196,waymo_train,waymo_500-799,19138,2116;ego,0,0,7,AV_1,2116;ego,MP
197,waymo_train,waymo_500-799,21827,394;ego,0,0,10,AV_1,394;ego,MP
198,waymo_train,waymo_500-799,22409,757;ego,0,0,5,AV_1,757;ego,MP
199,waymo_train,waymo_500-799,23447,1205;ego,16,36,59,AV_1,1205;ego,MP
200,waymo_train,waymo_500-799,25101,590;ego,0,0,14,AV_1,590;ego,MP
201,waymo_train,waymo_500-799,25331,765;ego,0,21,27,AV_1,765;ego,CP
202,waymo_train,waymo_500-799,81293,1201;ego,0,13,18,AV_1,ego;1201,CP
203,waymo_train,waymo_500-799,81963,1166;ego,31,18,49,AV_1,1166;ego,MP
204,waymo_train,waymo_500-799,82079,603;611;ego,2,40,46,AV_1,611;ego,MP
205,waymo_train,waymo_500-799,30061,627;ego,13,17,31,AV_1,ego;627,CP
206,waymo_train,waymo_500-799,31145,514;ego,17,30,43,AV_1,514;ego,MP
207,waymo_train,waymo_500-799,85831,55;ego,0,0,8,AV_1,55;ego,CP
208,waymo_train,waymo_500-799,32999,458;ego,12,40,48,AV_1,458;ego,MP
209,waymo_train,waymo_500-799,33356,182;ego,31,8,36,AV_1,182;ego,MP
210,waymo_train,waymo_500-799,87038,32;ego,12,0,24,AV_1,32;ego,MP
211,waymo_train,waymo_500-799,34141,3864;ego,25,19,46,AV_1,3864;ego,MP
212,waymo_train,waymo_500-799,87917,1443;ego,9,20,27,AV_1,1443;ego,CP
213,waymo_train,waymo_500-799,35190,2678;ego,0,5,17,AV_1,2678;ego,MP
214,waymo_train,waymo_500-799,3625,56;ego,0,13,21,AV_1,ego;56,CP
215,waymo_train,waymo_500-799,90559,1061;ego,0,0,9,AV_1,1061;ego,MP
216,waymo_train,waymo_500-799,90736,950;ego,16,28,49,AV_1,950;ego,MP
217,waymo_train,waymo_500-799,90874,1393;ego,13,21,27,AV_1,1393;ego,MP
218,waymo_train,waymo_500-799,39025,2139;ego,13,40,67,AV_1,2139;ego,MP
219,waymo_train,waymo_500-799,93026,813;ego,13,36,43,AV_1,ego;813,MP
220,waymo_train,waymo_500-799,93061,2308;ego,23,31,58,AV_1,2308;ego,MP
221,waymo_train,waymo_500-799,4008,3406;ego,15,12,35,AV_1,3406;ego,MP
222,waymo_train,waymo_500-799,95655,2263;ego,0,38,51,AV_1,2263;ego,MP
223,waymo_train,waymo_500-799,42218,1727;ego,2,2,6,AV_1,1727;ego,MP
224,waymo_train,waymo_500-799,96628,368;ego,0,0,14,AV_1,368;ego,MP
225,waymo_train,waymo_500-799,42375,1696;ego,0,1,11,AV_1,1696;ego,MP
226,waymo_train,waymo_500-799,43410,44;ego,6,0,7,AV_1,ego;44,CP
227,waymo_train,waymo_500-799,97969,1118;ego,20,22,44,AV_1,1118;ego,MP
228,waymo_train,waymo_500-799,98656,1095;ego,16,0,28,AV_1,1095;ego,MP
229,waymo_train,waymo_500-799,98967,1500;ego,2,12,18,AV_1,1500;ego,MP
230,waymo_train,waymo_500-799,99151,1849;ego,20,31,56,AV_1,1849;ego,MP
231,waymo_train,waymo_500-799,44676,944;ego,18,0,25,AV_1,944;ego,MP
232,waymo_train,waymo_500-799,100380,2078;ego,14,0,27,AV_1,2078;ego,MP
233,waymo_train,waymo_500-799,100647,876;ego,5,17,31,AV_1,876;ego,MP
234,waymo_train,waymo_500-799,45989,160;ego,18,15,37,AV_1,160;ego,MP
235,waymo_train,waymo_500-799,10116,1648;ego,19,10,24,AV_1,1648;ego,MP
236,waymo_train,waymo_500-799,101640,167;ego,3,24,39,AV_1,ego;167,CP
237,waymo_train,waymo_500-799,4681,1115;ego,0,1,12,AV_1,1115;ego,MP
238,waymo_train,waymo_500-799,47049,434;ego,0,0,5,AV_1,434;ego,MP
239,waymo_train,waymo_500-799,47659,299;ego,0,0,14,AV_1,299;ego,MP
240,waymo_train,waymo_500-799,103293,56;ego,0,53,61,AV_1,ego;56,CP
241,waymo_train,waymo_500-799,48880,2234;ego,20,34,56,AV_1,2234;ego,MP
242,waymo_train,waymo_500-799,48999,7;ego,0,14,24,AV_1,7;ego,MP
243,waymo_train,waymo_500-799,49134,45;ego,0,18,23,AV_1,45;ego,CP
244,waymo_train,waymo_500-799,105075,152;ego,0,0,10,AV_1,152;ego,MP
245,waymo_train,waymo_500-799,50425,1865;ego,0,19,32,AV_1,ego;1865,CP
246,waymo_train,waymo_500-799,108045,575;ego,18,1,30,AV_1,575;ego,MP
247,waymo_train,waymo_500-799,52705,2369;ego,9,0,26,AV_1,2369;ego,MP
248,waymo_train,waymo_500-799,108505,701;ego,14,0,20,AV_1,701;ego,MP
249,waymo_train,waymo_500-799,108531,985;ego,0,0,23,AV_1,985;ego,MP
250,waymo_train,waymo_500-799,53939,614;ego,2,0,5,AV_1,614;ego,MP
251,waymo_train,waymo_500-799,110116,566;ego,28,29,51,AV_1,566;ego,MP
252,waymo_train,waymo_500-799,110129,13;ego,0,12,21,AV_1,ego;13,CP
253,waymo_train,waymo_500-799,55071,2657;ego,30,26,56,AV_1,2657;ego,MP
254,waymo_train,waymo_500-799,111316,2204;ego,0,0,10,AV_1,2204;ego,MP
255,waymo_train,waymo_500-799,55659,1117;ego,10,9,19,AV_1,1117;ego,CP
256,waymo_train,waymo_500-799,111778,1482;ego,24,16,26,AV_1,1482;ego,CP
257,waymo_train,waymo_500-799,111877,728;741;ego,21,21,33,AV_1,728;ego,CP
258,waymo_train,waymo_500-799,111877,728;ego,28,14,38,AV_1,728;ego,CP
259,waymo_train,waymo_500-799,56155,1870;ego,0,35,40,AV_1,ego;1870,CP
260,waymo_train,waymo_500-799,114024,924;ego,0,0,9,AV_1,ego;924,CP
261,waymo_train,waymo_500-799,58408,17;ego,1,7,16,AV_1,ego;17,CP
262,waymo_train,waymo_500-799,60002,630;ego,11,26,40,AV_1,ego;630,CP
263,waymo_train,waymo_500-799,116482,207;ego,17,25,47,AV_1,ego;207,CP
264,waymo_train,waymo_500-799,116522,165;ego,2,32,45,AV_1,165;ego,CP
265,waymo_train,waymo_500-799,117440,458;484;488;ego,0,25,36,AV_1,488;ego,MP
266,waymo_train,waymo_500-799,117669,594;ego,0,4,30,AV_1,594;ego,MP
267,waymo_train,waymo_500-799,120131,229;ego,0,10,14,AV_1,ego;229,MP
268,waymo_train,waymo_500-799,121939,3025;ego,0,17,26,AV_1,3025;ego,MP
269,waymo_train,waymo_500-799,122520,2045;ego,0,11,34,AV_1,2045;ego,MP
270,waymo_train,waymo_500-799,67484,2431;ego,0,0,10,AV_1,2431;ego,MP
271,waymo_train,waymo_500-799,67714,393;ego,0,20,26,AV_1,393;ego,CP
272,waymo_train,waymo_500-799,125369,76;ego,0,0,6,AV_1,76;ego,MP
273,waymo_train,waymo_500-799,125917,1209;ego,0,40,70,AV_1,1209;ego,MP
274,waymo_train,waymo_500-799,126426,2447;ego,0,25,55,AV_1,2447;ego,MP
275,waymo_train,waymo_500-799,69345,2;ego,0,41,64,AV_1,2;ego,MP
276,waymo_train,waymo_500-799,127225,1761;ego,0,12,17,AV_1,ego;1761,MP
277,waymo_train,waymo_500-799,127876,2317;ego,0,16,50,AV_1,2317;ego,MP
278,waymo_train,waymo_500-799,128469,1090;ego,0,31,51,AV_1,1090;ego,MP
279,waymo_train,waymo_500-799,129137,2118;ego,0,4,12,AV_1,2118;ego,MP
280,waymo_train,waymo_500-799,129284,3148;ego,8,9,17,AV_1,3148;ego,CP
281,waymo_train,waymo_500-799,72683,1117;ego,10,19,29,AV_1,1117;ego,CP
282,waymo_train,waymo_500-799,74699,875;ego,0,2,20,AV_1,875;ego,MP
283,waymo_train,waymo_500-799,75378,535;ego,0,21,27,AV_1,535;ego,MP
284,waymo_train,waymo_500-799,75992,1071;ego,20,20,28,AV_1,1071;ego,CP
285,waymo_train,waymo_500-799,77754,1865;ego,0,29,42,AV_1,ego;1865,CP
286,waymo_train,waymo_800-999,10004,1739;ego,7,0,9,AV_1,1739;ego,MP
287,waymo_train,waymo_800-999,58606,505;ego,0,41,56,AV_1,505;ego,MP
288,waymo_train,waymo_800-999,11634,863;ego,0,28,54,AV_1,863;ego,MP
289,waymo_train,waymo_800-999,19020,1188;ego,10,16,23,AV_1,1188;ego,CP
290,waymo_train,waymo_800-999,3090,630;ego,11,16,30,AV_1,ego;630,CP
291,waymo_train,waymo_800-999,44194,1876;ego,0,32,48,AV_1,1876;ego,MP
292,waymo_train,waymo_800-999,67181,3148;ego,8,19,27,AV_1,3148;ego,CP
293,waymo_train,waymo_800-999,74431,2664;ego,0,0,17,AV_1,2664;ego,MP
294,waymo_train,waymo_800-999,14755,1964;ego,0,46,55,AV_1,1964;ego,MP
295,waymo_train,waymo_800-999,15636,1854;ego,0,0,20,AV_1,1854;ego,MP
296,waymo_train,waymo_800-999,15957,539;545;ego,0,20,31,AV_1,545;ego,MP
297,waymo_train,waymo_800-999,17401,707;ego,0,58,64,AV_1,707;ego,MP
298,waymo_train,waymo_800-999,18817,1953;ego,0,37,62,AV_1,1953;ego,MP
299,waymo_train,waymo_800-999,19193,3666;ego,0,37,71,AV_1,3666;ego,MP
300,waymo_train,waymo_800-999,19973,1739;ego,19,28,39,AV_1,1739;ego,MP
301,waymo_train,waymo_800-999,20273,675;ego,0,0,12,AV_1,675;ego,MP
302,waymo_train,waymo_800-999,21198,13;ego,0,32,41,AV_1,ego;13,CP
303,waymo_train,waymo_800-999,21470,167;ego,3,24,39,AV_1,ego;167,CP
304,waymo_train,waymo_800-999,2496,989;ego,0,0,29,AV_1,989;ego,MP
305,waymo_train,waymo_800-999,27572,1844;ego,0,39,70,AV_1,1844;ego,MP
306,waymo_train,waymo_800-999,29090,1633;ego,0,5,11,AV_1,1633;ego,MP
307,waymo_train,waymo_800-999,29641,1865;ego,0,9,22,AV_1,ego;1865,CP
308,waymo_train,waymo_800-999,30244,1865;ego,0,19,32,AV_1,ego;1865,CP
309,waymo_train,waymo_800-999,3097,1338;ego,18,40,48,AV_1,1338;ego,MP
310,waymo_train,waymo_800-999,31256,714;ego,0,1,29,AV_1,714;ego,MP
311,waymo_train,waymo_800-999,33263,1188;ego,10,6,13,AV_1,1188;ego,CP
312,waymo_train,waymo_800-999,35610,2074;ego,0,0,6,AV_1,2074;ego,MP
313,waymo_train,waymo_800-999,36868,167;ego,3,14,29,AV_1,ego;167,CP
314,waymo_train,waymo_800-999,36957,1720;ego,0,44,55,AV_1,1720;ego,MP
