index,dataset,folder,scenario_idx,track_id,start_time,start,end,ego_type,key_agents,path_relationship
36,waymo_train,waymo_0-299,55511,1;ego,12,46,60,AV_1,1;ego,MP
37,waymo_train,waymo_0-299,5567,2184;ego,26,25,56,AV_1,2184;ego,MP
38,waymo_train,waymo_0-299,56701,682;ego,9,17,33,AV_1,682;ego,MP
39,waymo_train,waymo_0-299,56865,2880;ego,0,0,6,AV_1,2880;ego,MP
40,waymo_train,waymo_0-299,57660,1960;ego,17,41,59,AV_1,1960;ego,MP
41,waymo_train,waymo_0-299,58141,2039;ego,15,33,44,AV_1,2039;ego,MP
42,waymo_train,waymo_0-299,61313,1;ego,27,23,57,AV_1,1;ego,MP
43,waymo_train,waymo_0-299,63150,2116;ego,0,0,7,AV_1,2116;ego,MP
44,waymo_train,waymo_0-299,6749,939;ego,6,34,53,AV_1,939;ego,MP
45,waymo_train,waymo_0-299,6780,1878;ego,20,8,33,AV_1,1878;ego,MP
46,waymo_train,waymo_0-299,71450,2728;ego,12,16,33,AV_1,2728;ego,MP
47,waymo_train,waymo_0-299,7541,24;ego,34,26,60,AV_1,24;ego,MP
48,waymo_train,waymo_0-299,7192,24;ego,9,39,55,AV_1,24;ego,MP
49,waymo_train,waymo_0-299,73512,2625;ego,18,33,53,AV_1,2625;ego,MP
50,waymo_train,waymo_0-299,76629,335;ego,0,48,58,AV_1,335;ego,MP
51,waymo_train,waymo_0-299,77560,2446;ego,0,0,8,AV_1,2446;ego,MP
52,waymo_train,waymo_0-299,79407,2147;ego,15,0,15,AV_1,2147;ego,MP
53,waymo_train,waymo_0-299,79408,1998;ego,0,26,30,AV_1,1998;ego,MP
54,waymo_train,waymo_0-299,79408,1998;2003;ego,4,14,25,AV_1,2003;ego,MP
55,waymo_train,waymo_0-299,79408,2003;ego,8,6,13,AV_1,2003;ego,MP
56,waymo_train,waymo_0-299,80812,2215;ego,4,3,27,AV_1,2215;ego,MP
57,waymo_train,waymo_0-299,81289,2782;ego,13,30,47,AV_1,2782;ego,MP
58,waymo_train,waymo_0-299,86022,942;ego,6,37,44,AV_1,942;ego,MP
59,waymo_train,waymo_0-299,87213,715;ego,14,25,37,AV_1,715;ego,MP
60,waymo_train,waymo_0-299,91679,696;ego,21,17,46,AV_1,696;ego,MP
61,waymo_train,waymo_0-299,91680,1720;ego,0,1,11,AV_1,1720;ego,MP
62,waymo_train,waymo_0-299,91848,1447;ego,25,36,63,AV_1,1447;ego,MP
63,waymo_train,waymo_0-299,93482,1223;ego,20,32,53,AV_1,1223;ego,MP
64,waymo_train,waymo_0-299,95569,2248;ego,16,37,54,AV_1,2248;ego,MP
65,waymo_train,waymo_0-299,95719,1438;ego,17,38,58,AV_1,1438;ego,MP
66,waymo_train,waymo_0-299,97760,1135;ego,0,3,17,AV_1,1135;ego,MP
67,waymo_train,waymo_0-299,98404,486;ego,0,0,24,AV_1,486;ego,MP
68,waymo_train,waymo_0-299,100889,1205;ego,2,0,19,AV_1,1205;ego,MP
69,waymo_train,waymo_0-299,10089,310;ego,25,28,56,AV_1,310;ego,MP
70,waymo_train,waymo_0-299,102587,924;ego,13,23,49,AV_1,ego;924,CP
71,waymo_train,waymo_0-299,106307,2722;ego,31,26,56,AV_1,2722;ego,MP
72,waymo_train,waymo_0-299,106963,5;ego,29,38,69,AV_1,5;ego,MP
73,waymo_train,waymo_0-299,107401,2725;ego,0,0,14,AV_1,2725;ego,MP
74,waymo_train,waymo_0-299,110893,1340;ego,18,16,22,AV_1,1340;ego,MP
75,waymo_train,waymo_0-299,110893,1340;1343;ego,11,23,27,AV_1,1340;ego,MP
76,waymo_train,waymo_0-299,110756,1535;ego,31,40,63,AV_1,1535;ego,MP
77,waymo_train,waymo_0-299,11091,715;ego,9,5,17,AV_1,715;ego,MP
78,waymo_train,waymo_0-299,112613,1927;ego,0,0,17,AV_1,1927;ego,MP
79,waymo_train,waymo_0-299,112773,203;ego,5,28,41,AV_1,ego;203,CP
80,waymo_train,waymo_0-299,114382,1781;ego,21,28,54,AV_1,1781;ego,MP
81,waymo_train,waymo_0-299,117361,1718;ego,6,22,34,AV_1,1718;ego,MP
82,waymo_train,waymo_0-299,117521,715;ego,32,17,39,AV_1,715;ego,MP
83,waymo_train,waymo_0-299,120005,1501;ego,16,26,50,AV_1,1501;ego,MP
84,waymo_train,waymo_0-299,120154,1757;ego,28,38,65,AV_1,1757;ego,MP
85,waymo_train,waymo_0-299,120308,26;ego,3,34,40,AV_1,26;ego,CP
86,waymo_train,waymo_0-299,120784,2055;ego,10,0,8,AV_1,2055;ego,MP
87,waymo_train,waymo_0-299,121344,3075;ego,27,30,49,AV_1,3075;ego,MP
88,waymo_train,waymo_0-299,122516,3406;ego,0,0,15,AV_1,3406;ego,MP
89,waymo_train,waymo_0-299,123876,2865;ego,0,38,42,AV_1,2865;ego,CP
90,waymo_train,waymo_0-299,124563,228;ego,6,33,42,AV_1,228;ego,MP
91,waymo_train,waymo_0-299,124950,344;ego,22,28,43,AV_1,344;ego,MP
92,waymo_train,waymo_0-299,12901,441;ego,8,12,25,AV_1,441;ego,MP
93,waymo_train,waymo_0-299,130756,224;229;ego,27,22,32,AV_1,224;ego,MP
94,waymo_train,waymo_0-299,130910,798;ego,11,21,30,AV_1,798;ego,MP
95,waymo_train,waymo_0-299,132462,1463;ego,0,0,6,AV_1,1463;ego,MP
96,waymo_train,waymo_0-299,132611,3944;ego,0,0,12,AV_1,3944;ego,MP
97,waymo_train,waymo_0-299,133558,415;ego,22,36,41,AV_1,415;ego,MP
98,waymo_train,waymo_0-299,134006,2657;ego,30,36,66,AV_1,2657;ego,MP
99,waymo_train,waymo_0-299,134164,919;ego,6,35,44,AV_1,919;ego,MP
100,waymo_train,waymo_0-299,140184,1454;ego,29,18,49,AV_1,1454;ego,MP
101,waymo_train,waymo_0-299,142424,224;ego,4,38,51,AV_1,224;ego,MP
102,waymo_train,waymo_0-299,145480,2507;ego,1,53,62,AV_1,2507;ego,MP
103,waymo_train,waymo_0-299,145480,2499;2507;ego,20,34,52,AV_1,2507;ego,MP
104,waymo_train,waymo_0-299,14654,169;ego,15,32,54,AV_1,169;ego,MP
105,waymo_train,waymo_0-299,14655,2248;ego,13,7,24,AV_1,2248;ego,MP
106,waymo_train,waymo_0-299,14720,899;ego,32,16,38,AV_1,899;ego,MP
107,waymo_train,waymo_0-299,14907,0;2;ego,13,27,39,AV_1,2;ego,MP
108,waymo_train,waymo_0-299,14942,3513;ego,20,26,45,AV_1,3513;ego,MP
109,waymo_train,waymo_0-299,1516,1161;ego,2,51,57,AV_1,1161;ego,MP
110,waymo_train,waymo_0-299,15227,1844;ego,26,19,50,AV_1,1844;ego,MP
111,waymo_train,waymo_0-299,1527,139;ego,0,0,12,AV_1,139;ego,MP
112,waymo_train,waymo_0-299,15503,1008;ego,24,19,41,AV_1,1008;ego,MP
113,waymo_train,waymo_0-299,15831,1687;ego,0,0,11,AV_1,1687;ego,MP
114,waymo_train,waymo_0-299,15818,1416;ego,25,28,54,AV_1,1416;ego,MP
115,waymo_train,waymo_0-299,15877,1198;1203;ego,23,37,63,AV_1,1203;ego,MP
116,waymo_train,waymo_0-299,15953,1752;ego,3,39,46,AV_1,1752;ego,MP
117,waymo_train,waymo_0-299,15911,922;ego,18,30,47,AV_1,922;ego,MP
118,waymo_train,waymo_0-299,15976,1127;ego,23,2,27,AV_1,1127;ego,MP
119,waymo_train,waymo_0-299,15976,1127;1128;ego,4,29,34,AV_1,1127;ego,MP
120,waymo_train,waymo_0-299,15668,1345;ego,5,47,56,AV_1,1345;ego,MP
121,waymo_train,waymo_0-299,16066,875;ego,4,22,40,AV_1,875;ego,MP
122,waymo_train,waymo_0-299,16329,38;ego,0,0,11,AV_1,38;ego,MP
123,waymo_train,waymo_0-299,16357,2478;ego,31,34,68,AV_1,2478;ego,MP
124,waymo_train,waymo_0-299,16556,939;ego,14,0,22,AV_1,939;ego,MP
125,waymo_train,waymo_0-299,16558,820;ego,31,27,60,AV_1,820;ego,MP
126,waymo_train,waymo_0-299,16672,3074;ego,0,27,32,AV_1,3074;ego,MP
127,waymo_train,waymo_0-299,16714,526;ego,29,14,46,AV_1,526;ego,MP
128,waymo_train,waymo_0-299,16729,2103;ego,12,39,57,AV_1,2103;ego,MP
129,waymo_train,waymo_0-299,16782,579;ego,6,8,15,AV_1,579;ego,CP
130,waymo_train,waymo_0-299,16959,4;ego,29,39,68,AV_1,4;ego,MP
131,waymo_train,waymo_0-299,17120,1094;ego,12,19,31,AV_1,1094;ego,MP
132,waymo_train,waymo_0-299,17173,776;ego,0,0,7,AV_1,776;ego,MP
133,waymo_train,waymo_0-299,17083,2855;ego,0,0,11,AV_1,2855;ego,MP
134,waymo_train,waymo_0-299,17305,59;ego,32,20,48,AV_1,59;ego,MP
135,waymo_train,waymo_0-299,17484,802;ego,0,9,13,AV_1,802;ego,MP
136,waymo_train,waymo_0-299,17486,870;ego,2,21,25,AV_1,870;ego,MP
137,waymo_train,waymo_0-299,17630,1686;ego,17,38,61,AV_1,1686;ego,MP
138,waymo_train,waymo_0-299,17775,1659;ego,18,36,55,AV_1,1659;ego,MP
139,waymo_train,waymo_0-299,17742,302;305;ego,20,28,45,AV_1,302;ego,MP
140,waymo_train,waymo_0-299,17742,302;ego,2,46,58,AV_1,302;ego,MP
141,waymo_train,waymo_0-299,17831,1444;ego,35,25,61,AV_1,1444;ego,MP
142,waymo_train,waymo_0-299,17982,2502;ego,21,29,59,AV_1,2502;ego,MP
143,waymo_train,waymo_0-299,18636,1556;ego,21,10,35,AV_1,1556;ego,MP
144,waymo_train,waymo_0-299,18122,1573;ego,33,12,42,AV_1,1573;ego,MP
145,waymo_train,waymo_0-299,18370,207;ego,10,33,62,AV_1,207;ego,MP
146,waymo_train,waymo_0-299,18534,647;ego,8,15,26,AV_1,647;ego,MP
147,waymo_train,waymo_0-299,1867,1741;ego,0,24,32,AV_1,1741;ego,MP
148,waymo_train,waymo_0-299,18807,559;ego,24,28,53,AV_1,559;ego,MP
149,waymo_train,waymo_0-299,19079,165;ego,2,32,45,AV_1,165;ego,CP
150,waymo_train,waymo_0-299,19138,1312;ego,32,17,47,AV_1,1312;ego,MP
151,waymo_train,waymo_0-299,19138,1312;1315;ego,24,25,31,AV_1,1312;ego,MP
152,waymo_train,waymo_0-299,1932,1080;ego,0,0,27,AV_1,1080;ego,MP
153,waymo_train,waymo_0-299,19471,1991;ego,25,23,49,AV_1,1991;ego,MP
154,waymo_train,waymo_0-299,19612,597;ego,17,0,33,AV_1,597;ego,MP
155,waymo_train,waymo_0-299,1969,647;ego,0,0,12,AV_1,647;ego,MP
156,waymo_train,waymo_0-299,19719,1987;ego,18,51,62,AV_1,1987;ego,MP
157,waymo_train,waymo_0-299,19806,1436;ego,0,0,13,AV_1,1436;ego,MP
158,waymo_train,waymo_0-299,19849,1929;1937;ego,4,23,37,AV_1,1937;ego,MP
159,waymo_train,waymo_0-299,19859,1135;ego,0,26,37,AV_1,1135;ego,MP
160,waymo_train,waymo_0-299,19986,152;ego,7,0,19,AV_1,152;ego,MP
161,waymo_train,waymo_0-299,20281,1310;ego,11,41,52,AV_1,1310;ego,MP
162,waymo_train,waymo_0-299,20296,950;ego,0,0,4,AV_1,950;ego,MP
163,waymo_train,waymo_0-299,20708,5;ego,27,3,28,AV_1,5;ego,MP
164,waymo_train,waymo_0-299,20743,1557;ego,3,21,29,AV_1,1557;ego,MP
165,waymo_train,waymo_0-299,20895,1936;ego,17,12,30,AV_1,1936;ego,MP
166,waymo_train,waymo_0-299,20956,1;ego,5,1,12,AV_1,1;ego,MP
167,waymo_train,waymo_0-299,20980,1669;ego,8,0,13,AV_1,1669;ego,MP
168,waymo_train,waymo_0-299,21261,2451;ego,21,28,39,AV_1,ego;2451,MP
169,waymo_train,waymo_0-299,21465,1857;ego,28,11,44,AV_1,1857;ego,MP
170,waymo_train,waymo_0-299,21482,1298;ego,0,0,6,AV_1,1298;ego,MP
171,waymo_train,waymo_0-299,21490,464;ego,8,39,55,AV_1,464;ego,MP
172,waymo_train,waymo_0-299,21651,1995;ego,22,21,46,AV_1,1995;ego,MP
173,waymo_train,waymo_0-299,21779,2095;ego,17,14,35,AV_1,2095;ego,MP
174,waymo_train,waymo_0-299,22067,2525;2527;ego,21,30,48,AV_1,2527;ego,MP
175,waymo_train,waymo_0-299,22067,2527;ego,2,49,59,AV_1,2527;ego,MP
176,waymo_train,waymo_0-299,22120,1817;ego,7,52,61,AV_1,1817;ego,MP
177,waymo_train,waymo_0-299,22120,1813;1817;ego,20,39,46,AV_1,1817;ego,MP
178,waymo_train,waymo_0-299,22227,526;ego,13,0,26,AV_1,526;ego,MP
179,waymo_train,waymo_0-299,22287,796;ego,22,24,47,AV_1,796;ego,MP
180,waymo_train,waymo_0-299,22337,1512;ego,27,7,29,AV_1,1512;ego,MP
181,waymo_train,waymo_0-299,22337,1512;1542;ego,13,24,32,AV_1,1542;ego,MP
182,waymo_train,waymo_0-299,22631,2049;ego,0,25,36,AV_1,2049;ego,MP
183,waymo_train,waymo_0-299,22920,1104;ego,15,34,65,AV_1,1104;ego,MP
184,waymo_train,waymo_0-299,23232,2178;ego,0,0,6,AV_1,2178;ego,MP
185,waymo_train,waymo_0-299,23252,447;ego,0,31,37,AV_1,447;ego,MP
186,waymo_train,waymo_0-299,23289,1876;ego,0,0,8,AV_1,1876;ego,MP
187,waymo_train,waymo_0-299,23320,751;ego,22,29,53,AV_1,751;ego,MP
188,waymo_train,waymo_0-299,2340,1752;ego,3,19,26,AV_1,1752;ego,MP
189,waymo_train,waymo_0-299,23673,614;ego,0,17,22,AV_1,ego;614,CP
190,waymo_train,waymo_0-299,23863,727;ego,31,14,49,AV_1,727;ego,MP
191,waymo_train,waymo_0-299,23895,1902;ego,16,5,28,AV_1,1902;ego,MP
192,waymo_train,waymo_0-299,23910,224;ego,4,18,31,AV_1,224;ego,MP
193,waymo_train,waymo_0-299,23961,1229;ego,0,0,15,AV_1,1229;ego,MP
194,waymo_train,waymo_0-299,24123,1071;ego,18,6,11,AV_1,1071;ego,MP
195,waymo_train,waymo_0-299,24389,1952;ego,0,26,37,AV_1,1952;ego,MP
196,waymo_train,waymo_0-299,24389,1905;1952;ego,2,38,43,AV_1,1952;ego,MP
197,waymo_train,waymo_0-299,24337,3199;ego,26,37,64,AV_1,3199;ego,MP
198,waymo_train,waymo_0-299,24519,1838;ego,0,15,30,AV_1,1838;ego,MP
199,waymo_train,waymo_0-299,24653,2448;ego,35,27,62,AV_1,2448;ego,MP
200,waymo_train,waymo_0-299,24681,728;741;ego,2,41,53,AV_1,728;ego,MP
201,waymo_train,waymo_0-299,24681,728;ego,9,34,58,AV_1,728;ego,MP
202,waymo_train,waymo_0-299,24681,728;736;ego,0,28,33,AV_1,728;ego,MP
203,waymo_train,waymo_0-299,24781,324;ego,18,28,52,AV_1,324;ego,MP
204,waymo_train,waymo_0-299,24984,1092;ego,33,32,64,AV_1,1092;ego,MP
205,waymo_train,waymo_0-299,25056,356;ego,29,18,51,AV_1,356;ego,MP
206,waymo_train,waymo_0-299,25059,1143;ego,0,0,16,AV_1,1143;ego,MP
207,waymo_train,waymo_0-299,25317,1209;ego,26,30,60,AV_1,1209;ego,MP
208,waymo_train,waymo_0-299,25708,1887;ego,15,33,50,AV_1,1887;ego,MP
209,waymo_train,waymo_0-299,25728,91;ego,4,0,17,AV_1,91;ego,MP
210,waymo_train,waymo_0-299,25798,1512;ego,17,0,19,AV_1,1512;ego,MP
211,waymo_train,waymo_0-299,25798,1512;1542;ego,13,14,22,AV_1,1542;ego,MP
212,waymo_train,waymo_0-299,25908,1878;ego,0,0,13,AV_1,1878;ego,MP
213,waymo_train,waymo_0-299,26127,1981;ego,5,0,16,AV_1,1981;ego,MP
214,waymo_train,waymo_0-299,2619,826;ego,0,28,47,AV_1,826;ego,MP
215,waymo_train,waymo_0-299,26394,1856;ego,20,36,57,AV_1,1856;ego,MP
216,waymo_train,waymo_0-299,26540,2;ego,12,35,51,AV_1,2;ego,CP
217,waymo_train,waymo_0-299,26756,1046;ego,11,32,49,AV_1,1046;ego,MP
218,waymo_train,waymo_0-299,26813,703;ego,9,9,27,AV_1,703;ego,MP
219,waymo_train,waymo_0-299,26822,2725;ego,0,11,15,AV_1,2725;ego,MP
220,waymo_train,waymo_0-299,26896,538;ego,8,47,58,AV_1,538;ego,MP
221,waymo_train,waymo_0-299,27157,375;ego,20,40,64,AV_1,375;ego,MP
222,waymo_train,waymo_0-299,27202,3768;ego,0,36,44,AV_1,3768;ego,MP
223,waymo_train,waymo_0-299,27279,389;ego,2,0,13,AV_1,389;ego,MP
224,waymo_train,waymo_0-299,27287,2135;ego,30,28,57,AV_1,2135;ego,MP
225,waymo_train,waymo_0-299,27447,68;ego,0,0,5,AV_1,ego;68,CP
226,waymo_train,waymo_0-299,27501,1333;ego,19,34,56,AV_1,1333;ego,MP
227,waymo_train,waymo_0-299,27545,3222;ego,29,38,68,AV_1,3222;ego,MP
228,waymo_train,waymo_0-299,27665,1511;ego,19,5,32,AV_1,1511;ego,MP
229,waymo_train,waymo_0-299,27731,3473;ego,19,0,24,AV_1,3473;ego,MP
230,waymo_train,waymo_0-299,27765,2421;ego,13,23,34,AV_1,2421;ego,MP
231,waymo_train,waymo_0-299,27765,2417;2421;ego,19,17,22,AV_1,2421;ego,MP
232,waymo_train,waymo_0-299,28011,1430;ego,0,50,59,AV_1,1430;ego,MP
233,waymo_train,waymo_0-299,28497,3023;ego,19,40,63,AV_1,3023;ego,MP
234,waymo_train,waymo_0-299,28787,948;ego,27,34,63,AV_1,948;ego,MP
235,waymo_train,waymo_0-299,28738,1493;ego,21,23,33,AV_1,1493;ego,MP
236,waymo_train,waymo_0-299,28867,1122;ego,29,28,58,AV_1,1122;ego,MP
237,waymo_train,waymo_0-299,28877,1666;ego,0,0,9,AV_1,1666;ego,MP
238,waymo_train,waymo_0-299,29222,224;229;ego,19,2,12,AV_1,224;ego,MP
239,waymo_train,waymo_0-299,29377,847;ego,2,15,26,AV_1,847;ego,MP
240,waymo_train,waymo_0-299,29505,3228;ego,10,17,29,AV_1,3228;ego,MP
241,waymo_train,waymo_0-299,29759,1644;ego,15,3,29,AV_1,1644;ego,MP
242,waymo_train,waymo_0-299,29849,1795;ego,16,0,10,AV_1,1795;ego,MP
243,waymo_train,waymo_0-299,29833,798;ego,16,5,27,AV_1,798;ego,MP
244,waymo_train,waymo_0-299,29887,906;ego,8,33,45,AV_1,906;ego,MP
245,waymo_train,waymo_0-299,90303,885;ego,10,14,40,AV_1,885;ego,MP
246,waymo_train,waymo_0-299,30018,2566;ego,11,0,10,AV_1,2566;ego,MP
247,waymo_train,waymo_0-299,30020,1117;ego,10,29,39,AV_1,1117;ego,CP
248,waymo_train,waymo_0-299,90355,190;ego,18,31,52,AV_1,190;ego,MP
249,waymo_train,waymo_0-299,90355,190;192;ego,7,18,30,AV_1,190;ego,MP
250,waymo_train,waymo_0-299,90380,861;ego,7,0,11,AV_1,861;ego,MP
251,waymo_train,waymo_0-299,90431,943;ego,14,40,58,AV_1,943;ego,MP
252,waymo_train,waymo_0-299,90449,1519;ego,13,18,37,AV_1,1519;ego,MP
253,waymo_train,waymo_0-299,90469,2564;ego,0,27,41,AV_1,2564;ego,MP
254,waymo_train,waymo_0-299,30349,462;ego,11,14,20,AV_1,462;ego,MP
255,waymo_train,waymo_0-299,30432,721;ego,29,37,67,AV_1,721;ego,MP
256,waymo_train,waymo_0-299,90840,3944;ego,27,20,52,AV_1,3944;ego,MP
257,waymo_train,waymo_0-299,30447,1368;ego,0,0,4,AV_1,1368;ego,MP
258,waymo_train,waymo_0-299,90888,224;ego,13,46,62,AV_1,224;ego,MP
259,waymo_train,waymo_0-299,90888,224;229;ego,27,32,45,AV_1,224;ego,MP
260,waymo_train,waymo_0-299,90925,1452;ego,21,36,59,AV_1,1452;ego,MP
261,waymo_train,waymo_0-299,30665,2474;ego,26,18,44,AV_1,2474;ego,MP
262,waymo_train,waymo_0-299,30810,2100;ego,16,4,29,AV_1,2100;ego,MP
263,waymo_train,waymo_0-299,30817,1152;ego,27,25,55,AV_1,1152;ego,MP
264,waymo_train,waymo_0-299,91388,3473;ego,0,0,4,AV_1,3473;ego,MP
265,waymo_train,waymo_0-299,91392,1093;ego,9,31,40,AV_1,ego;1093,CP
266,waymo_train,waymo_0-299,91425,1483;ego,0,6,21,AV_1,1483;ego,MP
267,waymo_train,waymo_0-299,30979,614;ego,21,7,33,AV_1,614;ego,MP
268,waymo_train,waymo_0-299,91577,1176;ego,31,19,52,AV_1,1176;ego,MP
269,waymo_train,waymo_0-299,31288,622;ego,6,50,54,AV_1,622;ego,MP
270,waymo_train,waymo_0-299,91832,4313;ego,8,13,18,AV_1,ego;4313,CP
271,waymo_train,waymo_0-299,91933,518;ego,8,46,56,AV_1,518;ego,MP
272,waymo_train,waymo_0-299,92032,2217;ego,21,24,48,AV_1,2217;ego,MP
273,waymo_train,waymo_0-299,92043,1087;ego,17,10,29,AV_1,1087;ego,MP
274,waymo_train,waymo_0-299,9217,3025;ego,0,0,6,AV_1,3025;ego,MP
275,waymo_train,waymo_0-299,31651,1806;ego,13,12,34,AV_1,1806;ego,MP
276,waymo_train,waymo_0-299,92266,2045;ego,16,31,54,AV_1,2045;ego,MP
277,waymo_train,waymo_0-299,9232,1180;ego,10,10,21,AV_1,1180;ego,MP
278,waymo_train,waymo_0-299,9234,813;ego,13,26,33,AV_1,ego;813,MP
279,waymo_train,waymo_0-299,9235,1556;ego,21,40,65,AV_1,1556;ego,MP
280,waymo_train,waymo_0-299,31799,447;ego,0,11,17,AV_1,447;ego,MP
281,waymo_train,waymo_0-299,92383,1591;ego,0,50,57,AV_1,1591;ego,MP
282,waymo_train,waymo_0-299,92449,1741;ego,0,0,15,AV_1,1741;ego,MP
283,waymo_train,waymo_0-299,31897,693;ego,0,0,10,AV_1,693;ego,MP
284,waymo_train,waymo_0-299,92502,139;ego,0,35,52,AV_1,139;ego,MP
285,waymo_train,waymo_0-299,92523,1467;ego,7,15,28,AV_1,1467;ego,MP
286,waymo_train,waymo_0-299,31938,2829;ego,0,0,10,AV_1,2829;ego,MP
287,waymo_train,waymo_0-299,31970,655;ego,8,27,34,AV_1,655;ego,MP
288,waymo_train,waymo_0-299,9264,419;ego,2,0,5,AV_1,419;ego,MP
289,waymo_train,waymo_0-299,92918,727;ego,0,0,9,AV_1,727;ego,MP
290,waymo_train,waymo_0-299,92923,987;ego,4,26,32,AV_1,987;ego,MP
291,waymo_train,waymo_0-299,32447,98;ego,0,24,28,AV_1,98;ego,MP
292,waymo_train,waymo_0-299,93102,701;ego,14,0,20,AV_1,701;ego,MP
293,waymo_train,waymo_0-299,93200,1166;ego,19,0,29,AV_1,1166;ego,MP
294,waymo_train,waymo_0-299,32690,2375;ego,12,17,30,AV_1,2375;ego,MP
295,waymo_train,waymo_0-299,93456,59;ego,12,0,12,AV_1,59;ego,MP
296,waymo_train,waymo_0-299,93573,232;ego,7,33,47,AV_1,232;ego,MP
297,waymo_train,waymo_0-299,32937,485;ego,0,5,9,AV_1,ego;485,CP
298,waymo_train,waymo_0-299,93603,1610;ego,23,32,46,AV_1,1610;ego,MP
299,waymo_train,waymo_0-299,93675,3012;ego,0,38,44,AV_1,3012;ego,MP
300,waymo_train,waymo_0-299,93687,1769;ego,0,27,38,AV_1,1769;ego,MP
301,waymo_train,waymo_0-299,93726,1042;ego,33,32,57,AV_1,1042;ego,MP
302,waymo_train,waymo_0-299,33173,1256;ego,20,40,67,AV_1,1256;ego,MP
303,waymo_train,waymo_0-299,33201,1590;ego,16,13,35,AV_1,1590;ego,MP
304,waymo_train,waymo_0-299,93988,182;ego,11,0,16,AV_1,182;ego,MP
305,waymo_train,waymo_0-299,94065,1090;ego,0,0,11,AV_1,1090;ego,MP
306,waymo_train,waymo_0-299,94079,1390;ego,4,61,70,AV_1,1390;ego,MP
307,waymo_train,waymo_0-299,334,1726;ego,0,0,6,AV_1,1726;ego,MP
308,waymo_train,waymo_0-299,94137,820;ego,18,0,30,AV_1,820;ego,MP
309,waymo_train,waymo_0-299,94225,364;ego,18,6,35,AV_1,364;ego,MP
310,waymo_train,waymo_0-299,94225,364;365;ego,17,11,25,AV_1,364;ego,MP
311,waymo_train,waymo_0-299,33580,302;305;ego,20,38,55,AV_1,302;ego,MP
312,waymo_train,waymo_0-299,33580,302;ego,2,56,68,AV_1,302;ego,MP
313,waymo_train,waymo_0-299,94336,957;ego,0,1,13,AV_1,957;ego,MP
